Location,Soil_Type,Fertility_Index,Land_Use_Type,Average_Rainfall(mm),Temperature(°C),Crop_Suitability,Season,Satellite_Observation_Date,Remarks
Chattogram,Silt,57,Residential,161,28.3,Wheat,Winter,2024-12-30,Requires attention
Dhaka,Clay,79,Residential,230,22.8,Spices,Monsoon,2024-10-03,High potential
Sylhet,Peaty,72,Barren,209,20.9,Rice,Autumn,2024-04-03,Requires attention
Barishal,Peaty,47,Residential,208,28.6,Vegetables,Summer,2024-04-21,Low potential
Rangpur,Loamy,42,Barren,51,34.8,Maize,Monsoon,2024-12-09,Requires attention
Sylhet,Sandy,63,Agricultural,294,27.1,Spices,Winter,2024-11-04,High potential
Chattogram,Clay,86,Residential,251,21.6,Tea,Monsoon,2024-01-18,High potential
Rangpur,Peaty,53,Agricultural,345,23.1,Rice,Summer,2024-02-27,High potential
Mymensingh,Sandy,61,Barren,152,25.9,Vegetables,Monsoon,2024-09-11,Moderate potential
Rangpur,Loamy,78,Barren,389,31.8,Spices,Monsoon,2024-11-18,High potential
Rangpur,Sandy,50,Unused,355,25.1,Maize,Winter,2024-07-10,Low potential
Barishal,Clay,43,Barren,308,32.6,Wheat,Winter,2024-09-28,Moderate potential
Rajshahi,Sandy,94,Residential,303,28.4,Maize,Autumn,2024-02-25,Moderate potential
Khulna,Clay,91,Barren,54,28.4,Wheat,Summer,2024-10-13,Moderate potential
Dhaka,Clay,48,Agricultural,340,32.1,Spices,Autumn,2024-02-09,Moderate potential
Chattogram,Clay,63,Agricultural,176,34.0,Maize,Winter,2024-02-14,High potential
Chattogram,Silt,52,Residential,305,26.2,Rice,Autumn,2024-08-18,Low potential
Barishal,Clay,67,Barren,372,31.9,Tea,Summer,2024-07-04,Low potential
Rangpur,Loamy,59,Residential,169,25.8,Wheat,Summer,2024-06-23,Low potential
Khulna,Loamy,88,Residential,308,27.3,Maize,Monsoon,2024-04-03,Requires attention
Sylhet,Peaty,51,Agricultural,105,29.8,Tea,Autumn,2024-10-04,Moderate potential
Sylhet,Loamy,96,Unused,160,31.6,Vegetables,Autumn,2024-10-21,Requires attention
Mymensingh,Peaty,99,Unused,56,21.7,Spices,Summer,2024-01-01,Low potential
Dhaka,Clay,93,Residential,285,34.7,Maize,Winter,2024-06-05,High potential
Chattogram,Loamy,91,Agricultural,279,28.9,Rice,Autumn,2024-10-19,Low potential
Rajshahi,Sandy,68,Agricultural,365,22.7,Maize,Monsoon,2024-07-13,Moderate potential
Rangpur,Clay,56,Agricultural,290,34.2,Rice,Autumn,2024-08-31,Low potential
Rajshahi,Silt,57,Residential,286,20.0,Spices,Autumn,2024-01-07,Moderate potential
Mymensingh,Clay,94,Agricultural,283,30.8,Spices,Monsoon,2024-12-21,Requires attention
Mymensingh,Clay,67,Residential,66,31.8,Jute,Winter,2024-10-11,Requires attention
Sylhet,Sandy,54,Barren,318,21.8,Spices,Monsoon,2024-08-08,High potential
Mymensingh,Clay,67,Residential,93,20.6,Jute,Autumn,2024-12-16,Moderate potential
Khulna,Peaty,58,Barren,311,31.7,Rice,Winter,2024-07-23,Low potential
Barishal,Loamy,75,Unused,232,25.0,Wheat,Winter,2024-12-08,High potential
Mymensingh,Peaty,77,Barren,279,30.9,Rice,Winter,2024-12-19,Low potential
Rajshahi,Silt,48,Barren,282,31.5,Wheat,Autumn,2024-06-09,High potential
Khulna,Clay,95,Unused,182,22.7,Rice,Autumn,2024-12-23,High potential
Khulna,Clay,88,Agricultural,124,30.7,Rice,Autumn,2024-08-03,High potential
Dhaka,Loamy,89,Unused,353,33.7,Maize,Monsoon,2024-11-02,Requires attention
Khulna,Sandy,67,Barren,90,22.1,Tea,Autumn,2024-10-19,High potential
Sylhet,Loamy,70,Residential,204,34.2,Maize,Autumn,2024-05-22,Requires attention
Barishal,Clay,91,Agricultural,331,30.7,Vegetables,Autumn,2024-03-30,Low potential
Sylhet,Peaty,92,Unused,215,23.0,Wheat,Summer,2024-12-13,High potential
Barishal,Loamy,77,Agricultural,296,33.1,Vegetables,Summer,2024-10-22,Low potential
Mymensingh,Loamy,48,Barren,296,24.1,Rice,Winter,2024-01-02,High potential
Mymensingh,Sandy,40,Unused,319,22.7,Spices,Summer,2024-02-06,Requires attention
Khulna,Silt,51,Unused,235,25.0,Jute,Summer,2024-09-18,Low potential
Chattogram,Clay,44,Unused,101,30.1,Vegetables,Winter,2024-07-02,Moderate potential
Barishal,Silt,72,Agricultural,195,24.8,Wheat,Monsoon,2024-12-13,Requires attention
Rangpur,Loamy,46,Barren,383,30.1,Maize,Summer,2024-11-10,High potential
Dhaka,Peaty,58,Agricultural,129,22.8,Maize,Monsoon,2024-07-11,Requires attention
Mymensingh,Sandy,57,Unused,183,25.6,Maize,Summer,2024-07-11,Low potential
Sylhet,Clay,87,Unused,285,21.7,Maize,Winter,2024-01-16,Requires attention
Rangpur,Silt,49,Agricultural,161,20.2,Tea,Autumn,2024-09-18,High potential
Rangpur,Clay,64,Unused,183,22.3,Rice,Autumn,2024-05-16,Moderate potential
Khulna,Sandy,92,Residential,86,21.2,Rice,Winter,2024-04-22,Requires attention
Mymensingh,Sandy,93,Unused,143,31.1,Vegetables,Monsoon,2024-10-25,Low potential
Rajshahi,Peaty,71,Unused,247,21.5,Tea,Monsoon,2024-06-09,High potential
Rajshahi,Peaty,100,Agricultural,235,34.6,Jute,Summer,2024-12-31,Low potential
Rangpur,Clay,69,Barren,166,23.2,Rice,Autumn,2024-02-07,High potential
Barishal,Sandy,72,Unused,300,33.8,Maize,Summer,2024-01-12,Low potential
Chattogram,Loamy,54,Unused,382,25.0,Wheat,Autumn,2024-08-03,Moderate potential
Khulna,Peaty,63,Agricultural,297,29.5,Tea,Winter,2024-11-28,Low potential
Rangpur,Silt,74,Unused,369,29.2,Spices,Summer,2024-02-09,Moderate potential
Mymensingh,Loamy,91,Residential,212,21.9,Tea,Monsoon,2024-06-30,Low potential
Mymensingh,Peaty,84,Barren,313,22.3,Tea,Winter,2024-07-02,Requires attention
Rangpur,Peaty,77,Agricultural,385,32.8,Vegetables,Summer,2024-08-31,High potential
Rajshahi,Clay,95,Agricultural,289,25.4,Jute,Winter,2024-05-04,Moderate potential
Barishal,Peaty,40,Barren,226,30.1,Jute,Winter,2024-11-08,Low potential
Mymensingh,Sandy,96,Agricultural,364,30.1,Jute,Summer,2024-11-15,High potential
Sylhet,Loamy,51,Unused,385,21.7,Spices,Monsoon,2024-09-08,Moderate potential
Mymensingh,Clay,57,Residential,123,32.4,Jute,Winter,2024-03-24,Requires attention
Chattogram,Peaty,63,Residential,351,34.0,Tea,Summer,2024-10-04,High potential
Mymensingh,Sandy,90,Residential,102,21.0,Spices,Winter,2024-10-09,Moderate potential
Rajshahi,Sandy,53,Unused,186,22.5,Wheat,Autumn,2024-09-24,Moderate potential
Dhaka,Silt,61,Unused,353,22.0,Jute,Monsoon,2024-07-03,Low potential
Chattogram,Clay,91,Unused,222,33.2,Maize,Summer,2024-03-13,Low potential
Rajshahi,Sandy,56,Unused,388,24.6,Tea,Monsoon,2024-04-02,Moderate potential
Rangpur,Silt,60,Residential,135,28.5,Vegetables,Summer,2024-08-10,Moderate potential
Mymensingh,Loamy,41,Barren,147,32.4,Tea,Monsoon,2024-01-09,High potential
Khulna,Silt,99,Agricultural,62,34.5,Tea,Summer,2024-09-03,High potential
Barishal,Peaty,57,Unused,148,29.0,Rice,Autumn,2024-05-11,High potential
Sylhet,Clay,57,Residential,340,25.4,Rice,Winter,2024-03-11,High potential
Chattogram,Clay,55,Barren,66,29.4,Jute,Summer,2024-01-10,Requires attention
Mymensingh,Peaty,78,Unused,217,25.8,Wheat,Winter,2024-09-08,Requires attention
Rangpur,Peaty,75,Unused,176,23.4,Maize,Monsoon,2024-08-10,Low potential
Rangpur,Clay,70,Unused,166,25.5,Maize,Summer,2024-11-27,Requires attention
Khulna,Loamy,99,Agricultural,98,24.6,Spices,Monsoon,2024-07-07,Low potential
Mymensingh,Loamy,67,Barren,298,24.1,Rice,Monsoon,2024-11-08,High potential
Khulna,Sandy,76,Barren,256,33.8,Wheat,Monsoon,2024-07-25,High potential
Sylhet,Silt,84,Residential,172,22.1,Jute,Winter,2024-08-03,Moderate potential
Khulna,Sandy,100,Agricultural,395,21.9,Spices,Summer,2024-08-05,High potential
Chattogram,Sandy,88,Barren,74,30.8,Maize,Autumn,2024-03-03,Low potential
Barishal,Clay,79,Barren,71,21.0,Spices,Summer,2024-11-21,Requires attention
Khulna,Clay,52,Barren,210,34.5,Maize,Autumn,2024-12-07,Low potential
Barishal,Silt,45,Agricultural,387,20.4,Maize,Summer,2024-08-30,High potential
Rajshahi,Sandy,86,Residential,202,25.3,Vegetables,Summer,2024-08-17,High potential
Sylhet,Sandy,72,Agricultural,325,23.8,Tea,Autumn,2024-05-02,Moderate potential
Chattogram,Sandy,65,Barren,204,22.5,Spices,Monsoon,2024-10-26,Low potential
Mymensingh,Sandy,96,Unused,387,31.4,Spices,Autumn,2024-01-31,Requires attention
Mymensingh,Silt,86,Barren,148,24.0,Jute,Winter,2024-03-06,High potential
Dhaka,Peaty,72,Agricultural,98,34.2,Jute,Autumn,2024-11-27,Moderate potential
Khulna,Loamy,49,Agricultural,302,31.2,Maize,Winter,2024-11-23,Low potential
Rangpur,Loamy,70,Agricultural,307,32.8,Wheat,Monsoon,2024-04-25,Moderate potential
Rangpur,Loamy,82,Unused,141,26.4,Vegetables,Summer,2024-07-29,High potential
Rangpur,Silt,83,Unused,187,25.1,Vegetables,Monsoon,2024-08-01,Moderate potential
Khulna,Loamy,47,Agricultural,154,26.1,Wheat,Summer,2024-04-21,Requires attention
Chattogram,Clay,60,Residential,247,30.5,Vegetables,Autumn,2024-01-14,Moderate potential
Rajshahi,Loamy,85,Residential,374,30.8,Wheat,Winter,2024-01-22,Requires attention
Chattogram,Loamy,61,Barren,107,28.9,Wheat,Monsoon,2024-01-31,Requires attention
Dhaka,Clay,61,Unused,387,20.1,Rice,Summer,2024-08-18,Moderate potential
Sylhet,Sandy,80,Residential,329,20.4,Vegetables,Monsoon,2024-08-09,Low potential
Mymensingh,Clay,91,Barren,194,28.8,Spices,Autumn,2024-01-05,Moderate potential
Khulna,Silt,74,Barren,150,28.9,Spices,Winter,2024-05-14,Requires attention
Rajshahi,Sandy,74,Barren,112,34.6,Rice,Autumn,2024-11-20,Low potential
Dhaka,Peaty,43,Barren,128,32.5,Vegetables,Summer,2024-06-23,Requires attention
Dhaka,Peaty,67,Agricultural,77,22.9,Tea,Autumn,2024-02-28,Moderate potential
Mymensingh,Clay,50,Residential,369,24.9,Rice,Autumn,2024-03-16,Requires attention
Dhaka,Sandy,51,Barren,384,26.3,Vegetables,Autumn,2024-03-22,Requires attention
Dhaka,Loamy,45,Agricultural,358,30.4,Spices,Winter,2024-12-31,High potential
Chattogram,Clay,82,Unused,63,24.0,Wheat,Summer,2024-10-11,High potential
Chattogram,Loamy,86,Barren,354,31.4,Jute,Autumn,2024-06-16,Low potential
Rangpur,Clay,51,Residential,168,27.2,Spices,Winter,2024-03-04,Requires attention
Chattogram,Sandy,44,Residential,80,21.2,Tea,Autumn,2024-07-26,Low potential
Sylhet,Loamy,92,Unused,281,25.8,Spices,Autumn,2024-06-27,High potential
Khulna,Sandy,51,Agricultural,96,22.5,Vegetables,Winter,2024-02-13,Requires attention
Chattogram,Loamy,64,Barren,295,34.0,Spices,Winter,2024-12-08,Requires attention
Mymensingh,Loamy,45,Agricultural,309,21.4,Rice,Summer,2024-01-05,High potential
Chattogram,Silt,72,Unused,190,23.3,Vegetables,Summer,2024-02-09,Moderate potential
Chattogram,Sandy,55,Agricultural,204,29.6,Maize,Summer,2024-12-07,Low potential
Mymensingh,Peaty,75,Unused,198,23.6,Maize,Winter,2024-11-12,High potential
Chattogram,Loamy,100,Agricultural,153,21.1,Maize,Winter,2024-10-08,Low potential
Barishal,Loamy,65,Unused,278,20.3,Spices,Summer,2024-02-12,Requires attention
Chattogram,Clay,52,Residential,224,29.3,Jute,Winter,2024-08-20,Moderate potential
Rangpur,Clay,97,Barren,84,25.6,Jute,Summer,2024-09-07,Requires attention
Rajshahi,Sandy,85,Residential,209,23.5,Rice,Summer,2024-08-23,Moderate potential
Sylhet,Sandy,73,Agricultural,134,20.2,Wheat,Winter,2024-11-01,Moderate potential
